stockname,PE,MCap,AvgVol
PHRMASI,256.55737,106841920,192
PODDAR,0,0,581
NFL,8.432837,16630594560,66262
IPRINGLTD,0,0,5865
PIIND,0,0,28741
PLASTIBLEN,0,0,1946
REDEXPR,36.476192,55535000,61
KKPLASTICK,0,0,0
WATERBASE,0,0,103470
FLEXFO,13.158707,1063230016,22549
GOLKUNDIA,5.9034653,166093312,1117
APCOTEXIND,0,0,6654
FORTISMLR,0,0,48344
MASTEK,22.313168,2901718528,22071
EIMCOELECO,0,0,1030
SAYAJIHOTL,0,0,219
JMGCORP,-8.461539,22248270,48
ASHIANA,0,0,4430
SVAMSOF,72.00001,12160800,2181
VIJSHAN,36.999996,261625104,9443
SIDDHATUBE,0,0,29
ECOBOAR,-0.3078953,49929600,1233
DPL,0,0,15658
IOSYSTEM,-7.4680853,59319000,0
EPCIN,49.57704,4538760192,43472
SREINFRA,51.319443,37178056704,327100
GUJBOROS,57.858242,5122383360,55167
MITSHI,0,0,377
SHUKJEW,230,30462218,57
MAZDALTD,10.788822,1298690048,2945
VICEROY,0,0,34554
DIVINE,0,0,2353
NEOCORP,-1.3340648,323568928,44309
SOVERDIA,4.789474,57937880,97
MENONBE,21.903154,3633260032,35166
GUJRAFIA,7.943038,62684488,2110
SIMPLEXINF,0,0,9059
INNOVTEC,18.316195,934728768,24551
SUPTANERY,0,0,42780
INVICTA,-29.916666,25880452,2639
SKYSS,-24.302324,12921299,2
AXTEL,13.737373,407991840,15417
DHOOTIND,0,0,0
MAGNA,3.586207,26000000,746
PRECISION,-0.87499994,14100156,1708
JYOTIOVR,0,0,34
TOTEX,-11.870503,26609220,21168
VRWODAR,0,0,0
DSKULKARNI,0,0,1786
AVIPHOT,5.9770117,16286712,100
MAGMA,0,0,74459
HINFLUR,-1.6419754,182467632,2288
KINGFA,0,0,12825
RAMAPHO,13.201755,1062602240,34787
VENLONENT,-1.7135135,165608736,1513
PETPLST,0,0,0
POLYPLEX,37.72577,10956323840,3838
PANIDPR,0,0,0
ALBERTDA,3.6640904,1758661376,2671
HARLETH,7.6570053,155598496,1276
MONSANTO,41.643368,42166755328,11984
ACRYSIL,25.975388,2957199872,3279
LINEARPO,0,0,0
KABRAEXTRU,0,0,13640
VINYLINDIA,0,0,18118
PCCOSMA,11.298701,230223744,1031
TCMLMTD,-38.265305,191196000,179
IOLCP,0,0,49480
KESARPE,30.959951,4707984896,21608
VINATIORGA,0,0,7506
LACTOSE,23.69697,658365760,3661
TEEAI,7.9513884,64234500,305
AARTIIND,0,0,6589
PNTKYOR,-1.0519844,96598496,53
WANBURY,-13.142458,939555520,10816
RESONANCE,21.359224,253968000,5385
GAEL,10.767691,11158088704,120273
RCF,13.511906,25046636544,304577
MAHAPOL,-0.2359882,74834392,5874
UNIMERQ,-3.3195267,89210224,89
KOPRAN,21.081081,2361591808,99360
AIMCOPEST,0,0,6341
GUJTERC,72.27642,65966468,994
KABRADG,-2.0395548,28964760,1332
SEYAIND,0,0,0
JAYAGROGN,0,0,22752
BCL,0,0,427
SHHARICH,38.498024,433069632,7039
INDOBORAX,11.029207,1104173184,1963
AARTIDRUGS,0,0,3314
BODALCHEM,17.557108,15094953984,305712
ORCHIDPHAR,0,0,100266
CRAZYINF,-4.75,12707390,849
VIMTALABS,0,0,54507
BIOFILCHEM,0,0,4084
ISHITADR,26.764706,40817592,309
MARKSANS,24.21875,19033100288,491101
UNIVSTAR,-9.133664,155086944,406
AREYDRG,56.23377,728076480,104779
ASINPET,0,0,0
CAMEXLTD,24.917355,307792288,26963
KAVITIND,0,0,73356
INDOEURO,0,0,2
SYNCOMF,0,0,2896862
RIDDHI,-39.11377,3095612928,923
TRAMEDI,0,0,0
SVCSUPE,0,0,9580
IPCALAB,80.04736,74636451840,51801
KILITCH,0,0,2576
RAAJMEDI,0,0,37
CORALAB,13.805475,1710208512,2014
TULASEEBIOE,0,0,0
BACPHAR,-49.363636,31982698,217
KREBSBIO,-5.4380665,893829632,4047
KMCSHIL,51.5,1679775488,23293
LAFFANSQ,37.391304,68800000,1291
SECHE,112,93810752,46575
SUKHJITS,11.79862,2650462208,8718
SHABCHM,0,0,0
NEULANDLAB,0,0,7150
GAYATRIBI,-2.104137,911274176,6596
PODARPIGQ,12.163099,2231282944,12051
PHARMAID,0,0,0
VIVIDIND,28.5514,278886976,6158
PRIYALT,12.5,127597752,739
TIRUSTA,-11.9277115,180967456,1823
EMEDTECH,0,0,912
HEMORGANIC,0,0,5632
JDORGOCHEM,0,0,560
ASHOKALC,4.260498,527428992,12381
AKSCHEM,19.503298,3244733696,27006
SHIVMED,0,0,0
BERLDRG,51.524387,85711728,115311
RATHIGRA,2.6675978,156992448,5185
INDXTRA,-13.496241,59887720,65
ISTRNETWK,0,0,59391
GAGAN,30.833332,41796124,30
PARKERAC,31.588234,51954748,720
RELISH,71.590904,93705944,187
ALUFLUOR,7.1844664,155408880,11292
SSORGS,-2.0278294,84161000,9
ARCHITORG,0,0,1593
SIKOZY,-8.75,31208100,13735
INDOAMIN,16.967508,1547089664,7662
INDSWFTLTD,0,0,6907
NATCAPSUQ,14.53917,548279040,2068
WELCURE,30.28169,29046502,469
BIBCL,-15.685484,839851008,60271
SOTL,28.77447,9873940480,623
HESTERBIO,34.414413,6499240960,2656
BASANTGL,12.129032,681518848,111634
PARENTLD,-0.74187773,864672704,6480
KILBURNC,5.2173915,273900000,1515
SANDUPHQ,38.55263,207473296,3028
NAGAAGRI,30.806452,2977919232,61740
SUNPHARMA,30.439936,1.874E+12,269150
TITANBIO,15.911111,277045440,607
BIJHANS,0,0,0
SPANDIAQ,9.496699,314323712,757
JENBURPH,15.629313,1684673920,4025
HIKAL,38.298084,15778384896,26400
CAPPL,32.76178,19992797184,3277
FISCHER,-17.1,5756999,11
LINKPH,8.180451,48313404,4057
COMBDRG,-2.5493946,32000000,251
GUJMEDI,0,0,247
WINTAC,-10.470199,1584826112,309
NUTRA,0,0,63260
EMMESSA,-20,92927464,1614
NGLFINE,18.972898,2162615808,3658
EVERESTO,0,0,1128
VARDHCH,-8.875,2925200,230
AUROPHARMA,0,0,146737
PHYTO,103.888885,120615000,3646
NATCOPHARM,0,0,48950
DYNAMIND,11.382979,145822272,1318
PANAMAPET,0,0,8778
BALPHARMA,0,0,29908
BDH,14.026787,452235936,3577
JAUSPOL,0,0,7655
PROCAL,-45,1575000,98
KEMROCK,0,0,12999
GLOBUSCON,0,0,17468
CUBEXTUB,0,0,2468
POLYCHMP,7.6717563,58003576,864
KCCLPLASTC,0,0,284
STELLANT,0,0,29
GALXBRG,0,0,8
VINRKLB,709.99994,29959158,6759
SCAGRO,0,0,167
SGARRES,0,0,0
SATHAISPAT,0,0,38930
PRICOL,898.07697,11067514880,353909
UNRYLMA,-7.643153,59676196,397
KARANWO,-42,10376100,706
SHERVANI,45.918365,441213760,66
ARHNTTO,0,0,0
SUPERTEX,21.388887,43664004,3234
SHETR,16.941965,341675232,5093
TRABI,-0.84980243,141405504,27023
MPL,0,0,7707
NIKHILAD,11.683046,185173968,488
SPENTA,10.747185,326749504,684
MULTIBASE,33.607918,3320952832,9004
ANDREWYU,50.434784,8029543424,145702
LUDLOWJUT,13.453511,763812800,7347
ASHRAM,11.285714,18960000,427
ROYALCU,-1.487759,95330880,580
NOGMIND,-6.813923,41398668,42
KSOILS,0,0,287249
HITECHPLAS,0,0,9725
BLOOM,-12.373189,233927504,2702
FILATEX,8.471535,2190400000,61048
MERCATOR,0,0,525387
MORGAN,-3.4923,70300000,359
AMRAPLIN,-47.3494,191166992,1357
PREMEXPLQ,54.130093,3059310592,9738
MIDEASTP,8.333333,9000000,399
MOLDTEK,24.468084,1355224832,22398
CRSTCHM,35.35714,29699998,16
DIVYAJYQ,10.854167,53663000,285
MPHASIS,16.23054,1.08472E+11,15112
MEDINOV,-19.154228,365043136,3117
DIVSHKT,14.655521,1485396352,10606
ORIENTLTD,0,0,247
SHREYASI,-1.5079365,76493528,416
PARTIND,0,0,0
DUROPACK,8.008928,47291636,357
SWARNSAR,0,0,37175
GANESHHOUC,0,0,7436
NMDC,0,0,313643
CINDHO,27.941175,68400000,50
PATINTLOG,18.423695,1457595520,54687
ALPHAGEO,45.626213,5296120320,17284
RPIL,4.324684,75341504,1123
KKALPANAIND,0,0,17030
OKPLA,-79.54751,3161253120,12329
KRITIIND,12.442396,1339294464,6694
WELTI,0,0,0
ASMTEC,9.905893,600000000,1622
PERFEPA,16.059958,99892496,96
VISIONCINE,0,0,8542
DATASOFT,0,0,0
INDRANIB,-1.6246701,24668932,0
EUROLED,6.1987576,44646524,926
WINSOMBR,17.254902,243486320,5426
SAENTER,17.25641,26920000,261
SKYIND,12.01087,87878440,775
PHOENXINTL,0,0,1072
EDUEXEL,0,0,96
NYLOFIL,0,0,0
PRATIK,3.6578948,10837830,321
RISHIROOP,0,0,4830
PROMACT,0.9013606,17256270,366
RUBBERPR,-0.61374795,15331500,366
STRGRENWO,5.670768,41040200,823
DOLPHMED,-3.3421052,19177000,3726
SYSTMTXC,-15.088236,134637872,205
SKSLOGLTD,-6.4367814,162342880,2283
INTLNKP,-2.3969848,237748240,4828
ALPINEHOU,0,0,845
SANGHIIND,0,0,67333
JAYENGY,0,0,1341
WWLEATH,-98.75,23465370,52
SFPIL,0,0,9
MAXIMAA,600,303517792,20811
SCANPGEOM,-13.027779,630898816,56945
CHOKSILA,12.032668,92359352,2900
CCHHL,0,0,41273
SALGUTI,0,0,14
JAMEHOT,-1.0290605,206812928,461
LONTE,7.8434787,27028432,546
MIDWEST,0,0,0
ENTRINT,8.898305,12599999,136
TECHIN,0,0,7687
TPLPLAST,43.644608,3755064320,12067
WIMPLAST,0,0,4924
PHOTOQUP,-2.370572,83533920,1347
BNANJEN,9.7625,43053600,106
LIBERTSHOE,0,0,15331
LIPPISYS,23.421051,124599992,4000
ELECTHERM,0,0,9451
BLUEDART,67.73236,1.30549E+11,1462
EXPOGAS,21.966667,80967376,3580
NATPLAS,24.124422,477934560,6779
MFLINDIA,0,0,86679
AJWAFUN,-22.57353,98410544,135
RAYALEMA,25.190477,179142672,3598
MIRZAINT,0,0,100357
TFCILTD,0,0,157738
CALSREF,-2.2500002,746456448,3301412
THAKDEV,27.98,629549952,409
ARENTERP,0,0,1097
BIL,26.978586,6788147200,6468
KAMATHOTEL,0,0,2997
MKEL,0,0,4
HOTELRUGBY,0,0,18086
POLOHOT,524,141326992,27229
FENOPLAS,29.925926,185840000,373
ECOPLAST,10.010965,273900000,1727
ELEMARB,7.1497917,463949984,11163
ALCHEM,0,0,4674
BITS,-0.27317074,31325000,2484
ADARSHPL,212.66667,63235372,190
GOPALA,70.55555,225206304,1770
NICCOPAR,27.380953,1345500032,2009
NTCIND,0,0,21457
SANDESH,8.329121,6735269888,917
GARNET,11.32258,243983600,4626
GOLDIAM,0,0,23073
BRIGHTBR,-5.4001927,318093440,3665
EXCAST,0,0,401351
CORPOCO,-137.7143,57840004,4818
SHAWGELTIN,0,0,1707
PGFOILQ,6.300268,571755008,25442
GRATEXI,-40.740738,33382800,84
VELHO,-1.0214844,167172240,5531
HOWARHO,369.5,67346544,363
VALIANT,204.21875,472053088,5445
DRAGARWQ,2433.125,914854976,294
MHSGRMS,6.443203,54415420,836
GREENPLY,25.17248,32143650816,28981
UNQTYMI,0,0,1882
PSL,0,0,17808
SEAMECLTD,77.192986,2983200000,15216
RAGHUNAT,6.0820894,8150000,158
CHEVIOT,11.095238,4046816768,3826
DAICHI,19.554548,4275143168,6041
RAJINFRA,0,0,106
SPICEISL,38.591118,108360000,1644
CONFIPET,156,2018913152,177806
SIPL,0,0,466
ATLANTADEV,0,0,163
ASHSI,44.666664,83750000,265
BANARBEADS,0,0,1245
AREXMIS,8.922652,255732016,172
BI,-0.92603254,1515133568,46945
ISFL,0,0,27
RISHILASE,-2.8305082,230274624,10789
JAINCO,37.227722,37600000,100
INTECCAP,18.87755,1019324096,207
RAJGASES,-7.1375,30683828,13
FINANTECH,0,0,137712
SARLAPOLY,0,0,15252
INDOCRED,260,5640024,179
MKTCREAT,-1.8579235,17000000,67
HIMIN,-4.157895,771575552,182961
SONALAD,-2.2988505,60610000,460
PADMAIND,0,0,9344
CHDDLTD,13.898733,1247240064,22153
21STCENMGM,0,0,3289
DION,0,0,23174
HRYNSHP,5.4401994,403916896,2723
MBPARIKH,17.59336,12719999,190
VAICC,0,0,0
TYROON,6.4690027,163300800,552
LAOPALA,50.50097,30491701248,26293
STYLAMIND,0,0,21440
VENUSREM,0,0,42367
UVBOARDS,0,0,0
WOODSVILA,0,0,26
TRANSFIN,0,0,0
GUJCRAFT,8.065694,108031432,817
HEERAISP,0,0,0
DHOOTIN,3.9598353,208399008,17866
CRIMSON,0,0,0
SHBAJRG,8.037825,153000000,4
ASHOKRE,0,0,0
URJAGLOBA,44.5,451413344,2150232
ASHAPURMIN,0,0,58037
SHREEPAC,-124.2,42236696,93
GUJALKALI,10.874752,24101990400,61821
INDIACEM,34.782608,46691209216,548571
JKTYRE,0,0,425026
MANGCHEFER,0,0,10140
SIL,0,0,45706
JUBILANT,0,0,222211
FORTUNEF,129.45,13626864640,10001
SAMYAKINT,64.25439,183042960,608
AADIIND,-1.8970587,12900000,5116
SANTOSHF,11.626865,27638258,100
SREEJAYA,0,0,48
ACKNIT,8.485857,257040000,18277
TITANSEC,10.720721,59538560,53
RAIREKMOH,0,0,31992
JJEXPO,-0.20755695,37141624,317
RREALTY,0,0,60
HRMNYCP,0,0,0
VIVANZA,0,0,17
YASHRAJC,-0.17113964,74800000,269
LORDSHOTL,0,0,63
CSLFINANCE,0,0,3249
SANGHVIMOV,0,0,14303
SELAN,24.034307,3182543104,11696
FRSHTRP,13.755655,1107623936,13577
FAZE3Q,23.6,359569600,8592
ACEEDU,0,0,1052
BHAGWNME,24.12,22009500,477
VANTAGE,55.416668,36658124,605
RAJPACK,16.412037,161997648,2047
ADIFINCHM,0,0,9352
NATRAJPR,-1.8511988,98358752,199
SAMRATPH,35.56701,106594648,2149
NPRFIN,24.637682,101823200,2377
NILE,10.741606,758730240,5409
UDAICEMENT,0,0,975908
AMCOIND,7.400722,84255000,234
OPTIEMUS,0,0,17636
KREONFIN,400,80488000,89
GYANDEV,0,0,0
KISAN,-5.30504,858524032,13335
KSLIND,-0.90159744,1420425472,2167
VIJAYTX,50.619835,422624992,13996
GARODCH,0,0,0
KERALAYUR,24.140625,652342272,18346
MONGIPA,0,0,283
MOHITPPR,11.380953,100380000,946
DAULAT,11.465518,33250000,330
OSCARGLO,34.086956,25872000,111
ODYSSEY,13.044983,334205984,7870
SPSINT,9.316667,18032782,719
RSCINT,0,0,4
SURATEX,10.17192,788327168,98734
ATHARVENT,309,525300000,686849
CHROMATIC,0,0,247301
BAGADIA,2.067633,31586402,844
THEMISMED,0,0,2232
KALLAM,9.501738,561790208,3028
BRAWN,16.26183,154665456,2103
FORINTL,0,0,0
KINGSINFR,0,0,738
NUTRICIRCLE,0,0,1471
SUBSM,-5.8547482,44440440,11
AUROLAB,21.985817,193207504,4846
KJMCFIN,0,0,40
SUVEN,36.221375,24158124032,60386
MANGASOF,800,16000000,129
ARYAMAN,37.5,238706256,14478
BRIDGESE,-15.714285,26051656,33
RISAINTL,0,0,32440
RAJTUBE,40.686275,93668304,19
KAYPOWR,2.28,36388800,1747
INTSTOIL,6.6173916,37992164,301
ARCUTTIP,41.805557,15099304,498
GLOBALCA,-42.875,85384704,492
SAINIK,19.23913,288864000,150
SABOOBR,51.47059,64010100,68
RICHUNV,0,0,0
QUANTDIA,-8.342245,4757998,18
SPCAPIT,110,132268400,68
RAJAGRO,-0.72193617,21753600,17
KOTHARIPRO,6.222816,4867540480,2886
PICCADIL,67.741936,990561600,59916
CHAMANSEQ,8.509534,3115442432,41898
CHANDRAP,153.84616,73960000,2618
HINDTIN,4.9814544,698339840,13335
GODAVARI,25.139666,338872512,4464
UNIMININ,-0.4390244,10892772,131
PREMCO,15.294502,1949233280,1694
EMGEECA,8.321168,61622696,144
MUKESHB,6.80937,293823456,587
GENUSPOWER,0,0,52239
MAGNUML,0,0,143
ASIANOI,-4.7070956,1273607040,48259
KBSINDIA,0,0,1283
SEAGOLD,0,0,0
UGARSUGAR,0,0,364680
ORIENTBELL,0,0,4080
NRBBEARING,0,0,6250
VAMSHIRU,20.257235,265028400,4607
NILA,39.777775,5301636096,158677
PETRONENGG,0,0,2296
GEEFC,11225,224500000,86
DBSTOCKBRO,0,0,3008
VINYOFL,5.9722223,92858496,1402
VALLABH,0,0,100
JINDCAP,-549,39572468,2002
EPIC,26.410257,69128448,1840
SUMEDHA,9.46,113298920,3133
KUWERIN,37.411766,57723808,2066
CHOKSI,4.7571945,103155000,3712
ASHISHPO,26.499998,27010124,94
ADORFO,19.240952,1526000000,7233
SHIVAAGRO,0,0,10962
NOESISIND,0,0,1351
SIDDHA,-11.799999,5898819,617
MAHAN,540000,5400000000,9
KIRANSY-B,0,0,0
SUMERUIND,1279.9999,86308576,3570
RUNGTAIR,10.700636,148782480,58
CINERAD,0,0,42
VALSONQ,7.073844,235569600,8236
SABOOSOD,50.55,193935072,33916
GSLSEC,50,4099999,7
TINNARUBR,0,0,309
VIKRAMTH,13.717106,581982912,10347
MARVEL,-300,15000000,7
AKCAPIT,3.8792691,1611719936,2466
UPERGANGES,0,0,242159
RELAXO,41.731533,50194726912,2121
VIRAT,13.858074,418237728,2073
SHEETAL,0,0,0
TERAI,33.360214,426860544,8370
MANRAJH,0,0,0
MARG,0,0,30535
COSCO,18.571428,621920000,447
SHILPAMED,0,0,21997
PARACABLES,0,0,17096
SSLFINANCE,0,0,327
EXPLICITFIN,0,0,0
LADDERUP,22.925531,276973536,739
GOLDENGOEN,0,0,14611
EKAMLEA,3.4493928,12780001,0
SWASTIKA,-43.931297,172960768,3051
PRIMAPLA,22.110216,2714249984,18344
TELECANOR,-2.197901,70411320,3775
JAGSONFI,-5.2083335,13750000,290
GSLNOVA,-0.21456288,25380000,666
CARNATIN,6.579365,143299280,2687
STURDY,-0.31815344,65595180,6288
GARGFUR,-0.6264006,47062136,251
SAMPRE,22.105265,222684000,7303
AKARTOOL,14.044117,257563504,3440
VIPULDYE,45.119762,412503552,38871
ECORECO,0,0,950
SOFTECH,2.8647215,4320000,91
GOODLUC,0,0,0
ZENITHHE,-9,43528592,6586
PRESOFI,0,0,0
YORKEXP,0,0,0
SUPREME,0,0,33
PITHP,0,0,0
LYKISLTD,0,0,3713
PRIMEPRO,180.38463,938000000,6480
NEELKATEC,187.5,93000152,167
RAJRAYON,0,0,36560
KDJHRL,0,0,0
INFODRIVE,0,0,469431
FLORATX,0,0,0
GOWRALE,8.03665,46054608,223
JAGANLAM,5219.9995,71984528,464
AJEL,-10.151899,43107504,91
ALPSINDUS,0,0,51031
ANGIND,0,0,19060
ASITCFIN,-1.2975392,57449696,527
NOVAPUB,0,0,3075
SUPERBAK,-19.369232,38041944,742
GEINDSYS,-0.17416702,63367024,7511
LNIND,0,0,14990
INDOASIAF,-1.414097,28890000,117
STERTOOLS,0,0,1932
DEVKI,-5.392857,5385664,130
KLGCAP,109.09091,38428800,106
IVRCLINFRA,-0.18715277,3927601408,374183
INFRAIND,-1.6394367,35030104,126
DYNAMICP,26.058632,97653320,30368
INTERHG,0,0,0
TRANSASIA,-93.51852,25586664,4
INLANPR,0,0,488
CEEJAY,4.9816175,186990000,1894
SUNCITYSY,-3.2259412,38132120,16
SHGANEL,0,0,0
ANNAINFRA,0,0,0
DIAMOND,0,0,88
BHAGIL,0,0,32690
REGALIAA,0,0,2
BNRUDY,-35.785713,75150000,192
NETVISTAIT,0,0,32667
KRBL,16.870432,59760660480,17401
REFNOL,2.726608,57626632,576
SSPDL,11.005509,1033043072,15287
DAIKAFFI,16.448864,347400000,26755
CILSEC,5.501901,72350000,3952
CLIOINFO,8,8808800,17
SHRIBCL,0,0,0
CUPID,21.905094,3488998400,30852
SUNSHIEL,-310,2598571264,2893
HIPOLIN,-29.545454,173004320,1472
GDLLEAS,0,0,0
COSBOARD,7.0171146,123232064,18584
FEINDIALTD,0,0,5080
SFLINTER,0,0,11318
CHEMBOND,1.0372986,1573769088,2152
BHILTEX,84.78261,66690000,2
CENPORT,-48,34791120,658
SUCROSA,40.860214,491256384,24800
AURUMSOFT,0,0,3000
ALKA,-27.142857,95000000,4424
NGIND,16.269146,249109664,2467
ASIAPAK,0,0,564
ACIL,-0.02177294,31028200,6833
SAINDUS,0,0,0
ERPSOFT,0,0,0
JRFOODS,2.2183099,29925000,38
RRSECUR,0,0,0
REMSONSIND,0,0,318
INTETHR,0,0,11
RCLFOODS,0,0,59
RAMSONS,-191.20001,28751186,4
HARAFIN,0,0,0
EUROASIA,0,0,176
STANPACK,9.193548,34747200,956
SABTN,0,0,20800
GISL,0,0,1181
RAMINFO,13.157895,125612800,545
SUNILAGR,67.80822,148500000,1541
MINDVISCAP,0,0,792
DIANATEA,-9,269838016,9538
VIKASECO,0,0,851701
IOC,12.3696165,1.38782E+12,284145
KYRALANDS,0,0,70863
NIMBUSI,0,0,1165
ALFAICA,11.104101,142208000,499
KATWAUD,10.781973,370223456,4277
INDIAHOME,56.776318,490615520,8458
JPTSEC,130,39078000,66
ROOPAIND,48.909092,84633000,1050
SARTHAKGL,0,0,0
UNIQUEO,8.322784,78281944,3162
BALAMINES,0,0,11448
SWRNASE,0,42877112,91
VENMAX,0,0,277
ARISE,20.588236,36750000,52
VISAGAR,0,0,1122
LIBORD,0,0,88
BHATEXT,0,0,0
REGAL,0,0,142
TOBUENT,0,0,0
COMPEAU,9.698131,1297282816,3487
ZDHJERK,10.775863,105220000,1448
ADVPOWER,0,0,16
NEELKAN,74.2,37424256,243
VINTAGES,0,0,0
GFLFIN,0,0,5
OSWALOR,0,0,0
CONTILI,33.096775,31748544,899
VIJSOLX,8.832246,477676416,10
SHRIKRISH,15.046511,362320000,345
ALANKIT,0,0,63455
NIHARINF,20.770393,68750000,1666
TULIPSTA,-3.4487097,252628000,505
UNITDCR,176.36363,103359704,38
OMMETALS,0,0,17985
SURANACORP,0,0,9643
ISHANCH,0,0,28881
GOTHIPL,10.774193,68136000,95
BELAGRO,0,0,9
SYNERGY,0,0,866
CEENIK,-20,31489998,35
PATELENG,0,0,257500
VIRTUALS,-0.47670254,27370122,266
ANARINDUS,0,0,4747
INANI,20.019108,510737472,327
LEWATERIN,0,0,1096
GEMSI,0,0,0
MEDICAMEQ,367.70834,1763872128,17759
ALICON,0,0,1322
SRANGMARK,105.55555,62770300,24
EPSOMPRO,-36.347824,79838000,2
ALFAVIO,73.01205,191047552,3
ORGCOAT,-5.3949046,65003864,1842
CATVISION,0,0,904
SAUMYACAP,0,0,300
ABMKNO,0,0,0
EMAMILTD,0,0,22336
KEMISTAR,0,0,2
LADIAMO,0,0,0
SKPSEC,14.720812,162835008,142
PRANAVSP,188.4058,500273792,2443
SYSCHEM,-4.285714,95462400,11071
MEFCOMCAP,-183.33334,100541872,0
HEMANG,0,0,285
ARMANFIN,23.080677,1800755200,50900
TAVERNIER,0,0,187
FILTRON,0,0,10
GAGANPO,0,0,4621
DHANADACO,0,0,1721
GLANCE,30.95,93032608,190
SHILCTECH,12.155136,1105504640,1186
BRANDREAL,0,0,1008
KANSAFB,0,0,0
KWALITYCL,0,0,71
RAYLA,0,0,1370
NUCLEUS,0,0,6406
COLINZ,76.09524,73044576,481
WELLNESS,0,0,125
NALINLEA,0,0,4501
MANAPPURAM,0,0,1085907
RTSPOWR,14.528796,226675872,1914
COMFINTE,18.653847,310339840,41396
WESTE,-0.79245275,309376192,79842
SHYAMAINFO,0,0,77
MAYURFL,0,0,0
ANJANI,6.7828927,268944896,5542
FRONTIER,0,0,672
DECOMIC,6.9686413,84000000,198
RANDER,73.68421,172718000,5
RASIELEC,23.188852,230733184,33286
CITIPOR,-7.3260074,18399990,3
MEWARPOL,8.2754755,238697008,464
DHRUVCA,0,0,24
LINCPENQ,22.389023,4101636352,4096
PRIMAIN,0,0,0
RNBIND,0,0,0
FARRYIND,53.139534,13769868,12
INDGELA,17.910255,656590016,4657
OPTIFIN,0,0,757
PARAGONF,6.7168145,32257500,12
PRATIKSH,79.42857,15485545,174
ESHAMEDIA,0,0,3685
YKMIND,0,0,0
PROGRESV,0,0,1
VSTTILLERS,0,0,1284
B2BSOFT,10.5172415,134021880,666
DAZZEL,0,28116580,1891
NIKKIGL,-56.73077,50440576,30
RADHEDE,15.255659,458274208,7962
KINETRU,0,0,121
ELIXIR,0,0,1019
TRISHAKT,4.3533335,19398018,194
PANKAJPO,-3.5752687,36866936,4877
PGINDST,0,0,888
CINDRELL,0,0,2
NATPLASTI,18.7013,262583856,777
LEADFIN,0,0,0
NATFIT,0,0,5413
ARTEFACT,-2.9589632,151384992,173
AMITINT,-37.444443,63853748,892
HIGHSTREE,0,0,367
NUTECGLOB,0,0,0
DHPIND,8.488372,416100000,5335
SRK,0,0,3940
AVAILFC,33,43773872,281
INTCAPM,98.75,74304224,36
MARUTISE,0,0,42
SANTASPN,0,0,64
ROSELABS,-19.087135,460000000,942
CHARMS,-2.6111112,9649335,2838
IDEAOPT,0,0,5299
ZYDUSWELL,34.609623,35194195968,2119
AUROCOK,-3.1363635,43600412,0
IRISMEDIA,0,0,94152
MILESTONE,-9.684874,23130672,783
JAIHINDPRO,0,0,2692
BERVINL,155.33333,137425728,0
GUJINV,0,0,0
INDINFRA,0,0,54709
CONCOR,32.63217,2.55133E+11,15591
EASTRED,23.895706,815145600,6115
PANACEABIO,-36.195286,6584450048,19096
PEETISEC,4.301724,18714496,49
CHOICEIN,11.941859,513746464,2151
SRAMSET,-20.036669,229500000,643
GOLECHA,28.641027,61923676,0
KARURKCP,0,0,605
AQUAPIV,0,0,3056
DOLLEX,-395,141244096,5110
SPARCSYS,0,0,209
THEBYKE,0,0,45558
CSURGSU,15.619158,243888848,49
ARIHANT,0,0,237
HASTIFIN,0,0,0
UPSURGE,261.53848,515181600,10351
ASFLORA,0,0,0
PADAMCO,0,0,1
WOMENNET,253.33333,13222997,596
POLYCON,18.875,73495320,369
SOURCENTRL,0,0,1470
ALMONDZ,-9.744268,268193456,2497
LWSKNIT,0,0,0
ZICOM,-8.522727,908990976,42260
ANSINDUS,0,0,1
ALCHCORP,-29.705883,74452096,1
GUJFOIL,-15.263158,237852496,13259
TUNITEX,40.833332,65009280,11365
KIRANPR,-5.939394,19611368,111
NARPROP,16.444445,52587360,169
MEGACOR,11.025641,43000000,4263
BMBMUMG,-0.30532867,9513729,1761
TNPL,9.193241,23344734208,33005
ADVENT,485,78927440,1867
SHAKTIPUMP,0,0,0
SYTIXSE,0,0,0
SUNGOLD,6.8636365,27789284,4152
SAFFRON,0,0,1567
PWASML,0,0,1927
GOLDTECH,-14.046875,168851072,9844
VARDHMAN,0,0,23
ROCKONENT,0,0,3
SAFALSEC,0,0,30291
GRMOVER,24.475523,206612000,252
NCCFIN,-22.571428,9520590,341
MOHITIND,28.733767,626473792,70570
POLYLINK,11.650602,213818208,9641
MINAXI,5.645161,86478000,21024
CONTICON,8.933333,17773466,678
GBLINFRA,0,0,2981
NOUVEAU,-380,352507008,1092
ARNAVCORP,0,0,995311
DUKEOFS,6.987097,266883696,10021
CYBELEIND,-20.151514,71127072,31
GLOBAL,0,0,0
FILME,-43.5,26596770,1209
CGVAK,13.320612,176251984,1893
NAVBLDR,16.307693,370009984,341
BLUECOAST,0,0,114
OMKAR,18.000002,3600000,141
MADHUCON,0,0,22096
SYBLY,-3763.3333,459758144,693677
RAJESHEXPO,0,0,124609
ESARIND,-11.142858,239177232,2479
MARIS,7.025641,223922656,381
INDERGR,0,0,0
SKRABUL,0,0,0
EVEREADY,0,0,78457
STEP2COR,0,0,0
